ax (m/s^2),ay (m/s^2),az (m/s^2),Activity,Subject,Sample
-1.902125,1.43715,1.7526,walking,1.0,2
-1.399675,0.283475,2.40245,walking,1.0,2
-1.695725,-0.84905,3.3639,walking,1.0,2
-2.04045,-1.1603,2.880025,walking,1.0,2
-2.0973,-1.07025,1.0752,walking,1.0,2
-1.9777,-0.66705,-0.43825,walking,1.0,2
-1.949075,-0.429475,-1.242675,walking,1.0,2
-1.766475,-0.604075,-1.07595,walking,1.0,2
-1.5719,-1.058275,-0.52905,walking,1.0,2
-1.6623,-1.1868,-0.670075,walking,1.0,2
-0.7589,-0.9296,-1.55455,walking,1.0,2
-0.14835,-0.843375,-2.56165,walking,1.0,2
-0.691675,-1.053025,-3.3772,walking,1.0,2
-1.642575,-1.47275,-3.393025,walking,1.0,2
-2.065225,-1.60095,-2.0905,walking,1.0,2
-2.0525,-1.28915,-1.031675,walking,1.0,2
-1.668025,-0.8383,-1.254275,walking,1.0,2
-1.64435,-0.153375,-1.86725,walking,1.0,2
-1.539,0.2076,-1.8302,walking,1.0,2
-1.71045,0.27115,-0.73295,walking,1.0,2
-1.892375,-0.052375,1.264775,walking,1.0,2
-1.695925,-0.25795,2.802525,walking,1.0,2
-1.190825,-0.324625,3.47585,walking,1.0,2
-0.6013,-0.153825,3.2119,walking,1.0,2
-0.82635,-0.102825,2.983525,walking,1.0,2
-1.153825,0.125425,3.267325,walking,1.0,2
-0.662425,0.031475,3.022375,walking,1.0,2
-0.47785,-0.45595,3.020125,walking,1.0,2
-0.981975,-1.161825,3.695475,walking,1.0,2
-1.415675,-1.44245,3.963225,walking,1.0,2
-1.1233,-1.44695,3.252575,walking,1.0,2
-0.2982,-1.33605,1.69035,walking,1.0,2
0.117875,-1.107625,0.3468,walking,1.0,2
0.033825,-0.942725,-0.718525,walking,1.0,2
-0.07965,-0.9064,-1.244475,walking,1.0,2
-0.31725,-0.899325,-0.959225,walking,1.0,2
-0.3457,-0.855675,-0.77315,walking,1.0,2
-0.3237,-0.74715,-1.348625,walking,1.0,2
-0.116175,-0.590875,-2.305725,walking,1.0,2
0.013,-0.4795,-3.130875,walking,1.0,2
-0.127,-0.5125,-3.16775,walking,1.0,2
-0.23925,-0.473425,-3.0383,walking,1.0,2
-0.315425,-0.3398,-2.832325,walking,1.0,2
-0.108225,-0.0842,-2.600225,walking,1.0,2
-0.10115,0.11875,-2.15675,walking,1.0,2
-0.27805,0.3137,-1.5292,walking,1.0,2
-0.446425,0.33195,-0.87925,walking,1.0,2
-0.558175,0.4939,-0.013825,walking,1.0,2
-0.575375,0.661575,0.45835,walking,1.0,2
-0.501525,0.743825,0.844925,walking,1.0,2
-0.684925,0.66415,1.496425,walking,1.0,2
-0.840075,0.37365,2.340675,walking,1.0,2
-0.9836,0.1591,2.927975,walking,1.0,2
-1.384525,0.70005,2.70025,walking,1.0,2
-1.6263,1.504825,1.364775,walking,1.0,2
-1.153275,1.273825,0.8016,walking,1.0,2
-1.091375,0.30555,2.04755,walking,1.0,2
-1.994275,-0.657075,3.436325,walking,1.0,2
-2.385975,-1.143925,2.556525,walking,1.0,2
-1.8554,-1.0092,1.15465,walking,1.0,2
-1.282025,-0.782025,0.4635,walking,1.0,2
-1.392875,-0.534525,0.206,walking,1.0,2
-1.342575,-0.51045,-0.274175,walking,1.0,2
-0.9652,-0.659575,-0.9276,walking,1.0,2
-0.1409,-0.54935,-1.589325,walking,1.0,2
0.6483,-0.200725,-1.642875,walking,1.0,2
0.925075,0.01635,-1.4602,walking,1.0,2
0.776875,-0.09855,-1.1642,walking,1.0,2
0.154175,-0.249875,-0.9323,walking,1.0,2
-0.11105,-0.185425,-1.66595,walking,1.0,2
-0.22465,-0.043175,-2.4055,walking,1.0,2
-0.41695,0.095675,-2.78155,walking,1.0,2
-0.6863,0.12065,-2.458975,walking,1.0,2
-1.019825,-0.01895,-1.5614,walking,1.0,2
-1.343775,-0.4035,-0.21815,walking,1.0,2
-1.258175,-0.99205,1.15055,walking,1.0,2
-0.855875,-1.37445,1.978225,walking,1.0,2
-0.482925,-1.50005,2.3622,walking,1.0,2
-0.253025,-1.50265,1.9489,walking,1.0,2
-0.19255,-1.147425,1.539375,walking,1.0,2
0.15375,-0.7603,1.491075,walking,1.0,2
0.706025,-0.6556,1.67575,walking,1.0,2
0.74935,-0.720775,2.69555,walking,1.0,2
0.7939,-1.07675,3.98455,walking,1.0,2
0.913275,-1.01975,4.041425,walking,1.0,2
1.296825,-0.755475,1.9555,walking,1.0,2
1.65175,-0.604725,-0.15165,walking,1.0,2
1.6027,-0.51885,-0.933225,walking,1.0,2
1.41885,-0.697125,-1.021425,walking,1.0,2
1.34825,-0.7441,-0.734075,walking,1.0,2
1.19895,-0.71395,-0.692525,walking,1.0,2
1.26225,-0.417925,-1.253125,walking,1.0,2
1.567475,-0.26635,-2.2247,walking,1.0,2
1.206575,-0.22375,-2.866475,walking,1.0,2
0.6758,-0.262575,-2.78875,walking,1.0,2
0.340725,-0.370025,-2.425525,walking,1.0,2
0.239,-0.23175,-2.390875,walking,1.0,2
0.306975,-0.062325,-2.396925,walking,1.0,2
0.475325,0.053825,-1.930675,walking,1.0,2
0.661325,0.1529,-1.435575,walking,1.0,2
0.62515,0.411075,-0.90365,walking,1.0,2
0.29745,0.6235,-0.41695,walking,1.0,2
0.029525,0.8558,0.0921,walking,1.0,2
-0.161075,0.86985,0.9855,walking,1.0,2
-0.142175,0.689925,2.07075,walking,1.0,2
-0.4331,0.519875,2.9752,walking,1.0,2
-0.91055,0.497175,3.379725,walking,1.0,2
-1.246825,0.953875,2.85405,walking,1.0,2
-1.41395,1.54935,1.32075,walking,1.0,2
-1.30885,1.776625,0.752425,walking,1.0,2
-1.611725,1.197725,1.99785,walking,1.0,2
-2.210625,0.064075,3.7963,walking,1.0,2
-2.51945,-0.5597,4.4047,walking,1.0,2
-1.7654,-0.709025,2.9247,walking,1.0,2
-1.19795,-0.5098,0.927825,walking,1.0,2
-0.969275,-0.235475,0.137925,walking,1.0,2
-1.03135,-0.16965,-0.233675,walking,1.0,2
-1.062325,-0.445525,-0.186075,walking,1.0,2
-0.94215,-0.723725,0.085225,walking,1.0,2
-0.6879,-0.881675,0.09215,walking,1.0,2
0.222475,-0.876075,-0.693575,walking,1.0,2
0.7369,-0.98125,-1.49865,walking,1.0,2
0.673625,-1.110825,-2.017875,walking,1.0,2
0.37125,-1.131025,-2.0003,walking,1.0,2
0.441275,-1.19505,-2.00625,walking,1.0,2
0.35875,-1.1005,-2.2252,walking,1.0,2
0.474425,-0.843625,-2.742475,walking,1.0,2
0.682,-0.528375,-3.239825,walking,1.0,2
0.7877,-0.316675,-3.072475,walking,1.0,2
0.569375,-0.09895,-2.297925,walking,1.0,2
0.155225,-0.0793,-1.6547,walking,1.0,2
-0.025475,-0.016875,-0.9358,walking,1.0,2
0.019975,0.006675,-0.32145,walking,1.0,2
0.1646,-0.1529,0.41595,walking,1.0,2
-0.067125,-0.316625,1.197525,walking,1.0,2
-0.411475,-0.362525,2.2009,walking,1.0,2
-0.282025,-0.0982,2.317075,walking,1.0,2
0.66545,0.105825,2.076925,walking,1.0,2
0.801625,-0.029675,2.6652,walking,1.0,2
0.016775,-0.71305,4.039475,walking,1.0,2
-0.391025,-1.174175,4.950575,walking,1.0,2
-0.0642,-1.32775,4.121625,walking,1.0,2
1.0648,-1.064925,1.8382,walking,1.0,2
1.354875,-0.73,0.058675,walking,1.0,2
1.283475,-0.7066,-0.508525,walking,1.0,2
1.109875,-0.82595,-0.275775,walking,1.0,2
0.696,-0.94465,0.12345,walking,1.0,2
0.094775,-0.86175,-0.010825,walking,1.0,2
0.06175,-0.643925,-1.10225,walking,1.0,2
0.1961,-0.433325,-2.333725,walking,1.0,2
0.1893,-0.347275,-2.4203,walking,1.0,2
-0.133775,-0.34065,-2.0911,walking,1.0,2
-0.3782,-0.268275,-1.823025,walking,1.0,2
-0.64325,-0.11505,-1.67425,walking,1.0,2
-0.62405,0.0311,-1.98705,walking,1.0,2
-0.328375,0.182425,-2.267725,walking,1.0,2
0.056575,0.3129,-2.003575,walking,1.0,2
0.36895,0.679775,-1.5121,walking,1.0,2
0.234275,0.94435,-1.281625,walking,1.0,2
0.141125,1.00725,-0.79,walking,1.0,2
0.60555,0.828275,0.495525,walking,1.0,2
1.057175,0.410825,1.9111,walking,1.0,2
0.1235,0.366925,3.226575,walking,1.0,2
0.328775,-0.026725,3.026175,walking,1.0,2
-1.030125,0.9952,1.5761,walking,1.0,2
-0.7994,1.262125,-1.31945,walking,1.0,2
-0.567925,1.27255,-1.1036,walking,1.0,2
0.093575,0.17855,2.174725,walking,1.0,2
0.1404,-0.8378,4.66985,walking,1.0,2
-0.6792,-1.0247,3.925925,walking,1.0,2
-0.663775,-1.121075,1.2277,walking,1.0,2
-0.4355,-0.7789,-0.46195,walking,1.0,2
-0.558,-0.45685,-1.105375,walking,1.0,2
-0.6196,-0.2556,-0.917375,walking,1.0,2
-0.352525,-0.506375,-0.32345,walking,1.0,2
-0.043025,-0.5539,-0.326125,walking,1.0,2
0.163075,-0.637375,-0.767975,walking,1.0,2
0.0909,-0.70715,-1.643325,walking,1.0,2
0.1229,-0.62305,-1.518325,walking,1.0,2
0.2303,-0.6819,-1.617775,walking,1.0,2
0.188925,-0.6085,-1.85075,walking,1.0,2
0.075625,-0.412525,-2.192125,walking,1.0,2
-0.209175,-0.212225,-2.686825,walking,1.0,2
0.003925,-0.1034,-2.609875,walking,1.0,2
0.204975,0.20595,-2.14915,walking,1.0,2
0.472075,0.264775,-1.6919,walking,1.0,2
0.3941,0.30535,-1.002125,walking,1.0,2
0.13705,0.1802,0.137475,walking,1.0,2
0.04425,0.120675,0.861925,walking,1.0,2
0.2616,-0.049975,1.075225,walking,1.0,2
0.427925,-0.2664,1.74125,walking,1.0,2
0.3586,-0.372175,2.81295,walking,1.0,2
0.512,-0.099525,3.046075,walking,1.0,2
0.89105,-0.08285,2.394825,walking,1.0,2
0.771075,-0.112725,2.424075,walking,1.0,2
0.67145,-0.3006,2.935275,walking,1.0,2
0.724425,-0.44195,3.5731,walking,1.0,2
1.03205,-0.41745,3.426825,walking,1.0,2
1.43625,-0.6873,2.696075,walking,1.0,2
1.42015,-0.73035,2.1143,walking,1.0,2
1.2541,-0.75035,1.3822,walking,1.0,2
1.1846,-0.80575,0.548475,walking,1.0,2
1.113125,-0.754275,-0.095,walking,1.0,2
1.1023,-0.685575,-0.796125,walking,1.0,2
1.24665,-0.58935,-1.518375,walking,1.0,2
1.31855,-0.580875,-2.128825,walking,1.0,2
1.31145,-0.61345,-2.465475,walking,1.0,2
1.107475,-0.61285,-2.570325,walking,1.0,2
0.985625,-0.611325,-3.16555,walking,1.0,2
1.081725,-0.5578,-3.655075,walking,1.0,2
0.920475,-0.423075,-3.535875,walking,1.0,2
0.870125,-0.254425,-2.688575,walking,1.0,2
1.0114,-0.186675,-1.92115,walking,1.0,2
1.095975,0.0244,-1.513875,walking,1.0,2
1.152525,0.197125,-1.22,walking,1.0,2
1.144275,0.398475,-0.5953,walking,1.0,2
1.296725,0.55705,0.2444,walking,1.0,2
1.394125,0.548175,0.85145,walking,1.0,2
1.11195,0.400625,1.61935,walking,1.0,2
0.574425,0.641,2.1379,walking,1.0,2
0.701825,1.220775,1.9571,walking,1.0,2
0.402475,1.755175,0.6047,walking,1.0,2
0.90175,1.622575,1.102375,walking,1.0,2
1.482775,0.5314,4.113325,walking,1.0,2
1.12925,-1.3155,7.074225,walking,1.0,2
0.282575,-1.9872,6.27845,walking,1.0,2
0.0979,-1.969675,2.88865,walking,1.0,2
1.138725,-1.458475,0.645125,walking,1.0,2
1.6722,-1.108225,0.04165,walking,1.0,2
1.867975,-1.379125,0.6641,walking,1.0,2
2.24555,-1.593225,0.613125,walking,1.0,2
2.4966,-1.53495,-0.0439,walking,1.0,2
2.3398,-1.24675,-1.28415,walking,1.0,2
2.1273,-0.9662,-2.79645,walking,1.0,2
1.76585,-0.54845,-3.823075,walking,1.0,2
1.837725,-0.242975,-4.002575,walking,1.0,2
1.9267,-0.28905,-4.217025,walking,1.0,2
1.39505,-0.474075,-3.97825,walking,1.0,2
0.998625,-0.934375,-2.683625,walking,1.0,2
0.964925,-1.0866,-2.19825,walking,1.0,2
0.748,-1.215475,-2.636025,walking,1.0,2
0.3305,-1.047075,-2.54275,walking,1.0,2
0.014025,-0.9977,-1.274175,walking,1.0,2
-0.372525,-0.97625,0.848275,walking,1.0,2
-0.624975,-0.9906,2.303125,walking,1.0,2
-0.859325,-0.879325,3.102275,walking,1.0,2
-0.863675,-0.83955,3.742,walking,1.0,2
-0.578075,-0.723975,4.001475,walking,1.0,2
-0.48715,-0.479575,3.437625,walking,1.0,2
-0.5403,0.041725,2.718675,walking,1.0,2
0.007625,0.5439,2.28085,walking,1.0,2
0.4313,0.858725,1.82445,walking,1.0,2
0.8521,0.50735,1.9217,walking,1.0,2
1.095125,-0.406675,3.131425,walking,1.0,2
1.031725,-1.1144,3.891525,walking,1.0,2
0.630875,-1.56055,3.565925,walking,1.0,2
0.17065,-1.4859,2.1484,walking,1.0,2
0.420075,-0.949225,-0.13355,walking,1.0,2
0.632475,-0.415425,-1.90105,walking,1.0,2
0.271175,-0.25365,-2.729275,walking,1.0,2
-0.038375,-0.18135,-2.046475,walking,1.0,2
-0.112475,-0.313825,-1.03835,walking,1.0,2
0.02805,-0.281425,-1.048275,walking,1.0,2
0.195225,-0.13355,-1.79585,walking,1.0,2
-0.19265,0.009725,-2.79705,walking,1.0,2
-0.75405,0.03475,-3.502825,walking,1.0,2
-1.26535,0.1495,-3.38455,walking,1.0,2
-1.3472,0.260825,-2.86585,walking,1.0,2
-1.828425,0.4781,-2.2765,walking,1.0,2
-2.237175,0.68125,-1.916825,walking,1.0,2
-2.3662,0.73015,-1.482625,walking,1.0,2
-2.587825,0.675725,-0.61055,walking,1.0,2
-2.700875,0.470175,0.41715,walking,1.0,2
-2.56385,0.232525,1.0785,walking,1.0,2
-2.49525,0.03605,1.29905,walking,1.0,2
-2.181325,-0.391225,1.681825,walking,1.0,2
-2.337425,-0.88895,2.97205,walking,1.0,2
-2.8013,-1.226075,3.029175,walking,1.0,2
-2.472825,-1.62115,2.341525,walking,1.0,2
-2.324275,-2.105775,2.7308,walking,1.0,2
-2.75175,-2.7247,3.866975,walking,1.0,2
-3.3595,-3.24765,4.543775,walking,1.0,2
-3.580025,-3.317075,4.0555,walking,1.0,2
-3.431,-3.05685,3.115675,walking,1.0,2
-3.67285,-2.840875,2.360575,walking,1.0,2
-3.7695,-2.653625,1.756,walking,1.0,2
-3.332075,-2.3432,0.89615,walking,1.0,2
-2.842675,-2.1897,0.266975,walking,1.0,2
-2.504425,-1.9968,-0.0649,walking,1.0,2
-2.365825,-1.7912,-0.53555,walking,1.0,2
-2.1642,-1.5063,-1.399025,walking,1.0,2
-2.18985,-1.3016,-2.044275,walking,1.0,2
-2.301975,-1.057925,-2.45525,walking,1.0,2
-2.3055,-0.84975,-2.407,walking,1.0,2
-2.2677,-0.678975,-1.77675,walking,1.0,2
-1.8609,-0.716725,-1.043725,walking,1.0,2
-1.654575,-0.760575,-0.36,walking,1.0,2
-1.529825,-0.7941,0.461625,walking,1.0,2
-1.484325,-0.92665,1.1994,walking,1.0,2
-1.380925,-0.87155,1.6942,walking,1.0,2
-1.00465,-0.902975,2.08935,walking,1.0,2
-0.9027,-0.88675,2.009725,walking,1.0,2
-0.755225,-0.867675,1.7419,walking,1.0,2
-0.661875,-0.742275,1.62015,walking,1.0,2
-0.23625,-0.590275,1.59355,walking,1.0,2
0.0038,-0.5351,1.7282,walking,1.0,2
-0.331125,-0.749575,2.086,walking,1.0,2
-0.913225,-1.029325,2.73835,walking,1.0,2
-1.227375,-1.25795,2.60015,walking,1.0,2
-1.029625,-1.166,1.495975,walking,1.0,2
-0.90815,-1.060225,-0.130975,walking,1.0,2
-1.1846,-1.107225,-1.054425,walking,1.0,2
-1.298825,-1.26205,-0.849725,walking,1.0,2
-1.418675,-1.380775,0.139275,walking,1.0,2
-1.172925,-1.304225,0.579775,walking,1.0,2
-0.658025,-1.142225,-0.2081,walking,1.0,2
-0.05805,-0.85225,-0.7094,walking,1.0,2
0.045625,-0.684275,-0.6468,walking,1.0,2
-0.3655,-0.769725,-0.493325,walking,1.0,2
-0.846975,-0.8772,-0.737475,walking,1.0,2
-1.41105,-0.970625,-1.29315,walking,1.0,2
-1.31285,-0.957475,-1.671325,walking,1.0,2
-0.9601,-0.906825,-1.792125,walking,1.0,2
-1.099675,-1.02325,-1.667725,walking,1.0,2
-1.22765,-0.938975,-1.0366,walking,1.0,2
-1.2561,-0.69905,-0.734875,walking,1.0,2
-1.377325,-0.440775,-0.495975,walking,1.0,2
-1.2361,-0.12465,-0.1687,walking,1.0,2
-0.9321,0.124125,0.1658,walking,1.0,2
-1.09875,0.30465,0.507475,walking,1.0,2
-1.2402,0.26255,1.111,walking,1.0,2
-1.3395,0.08415,1.928675,walking,1.0,2
-1.355525,0.081125,2.384775,walking,1.0,2
-0.958625,0.107625,2.1834,walking,1.0,2
-1.309325,0.8323,1.231575,walking,1.0,2
-1.91315,1.233425,0.16045,walking,1.0,2
-1.59855,0.7977,2.1673,walking,1.0,2
-2.0265,-0.309375,5.481725,walking,1.0,2
-3.325225,-1.524625,5.468325,walking,1.0,2
-3.98845,-1.965175,2.812475,walking,1.0,2
-3.13865,-1.6359,0.59685,walking,1.0,2
-2.651325,-1.37225,0.493275,walking,1.0,2
-2.966975,-1.644975,1.663475,walking,1.0,2
-3.325075,-2.235425,2.423225,walking,1.0,2
-3.02315,-2.59535,1.941125,walking,1.0,2
-2.072625,-2.550225,0.377,walking,1.0,2
-1.550525,-2.353975,-1.25375,walking,1.0,2
-1.9358,-2.31085,-1.525725,walking,1.0,2
-2.3006,-2.29735,-1.26505,walking,1.0,2
-2.1502,-2.267375,-1.4666,walking,1.0,2
-1.958475,-2.12655,-1.983875,walking,1.0,2
-1.7564,-1.877625,-2.499075,walking,1.0,2
-1.418075,-1.51425,-2.41405,walking,1.0,2
-1.074825,-1.3915,-1.6457,walking,1.0,2
-1.112625,-1.43595,-0.930825,walking,1.0,2
-1.2926,-1.5169,-0.37145,walking,1.0,2
-1.182025,-1.48565,0.411575,walking,1.0,2
-0.836425,-1.194575,1.4009,walking,1.0,2
-0.81155,-0.953325,1.846675,walking,1.0,2
-1.1182,-0.8388,1.8052,walking,1.0,2
-0.951575,-0.6816,1.600825,walking,1.0,2
-0.084825,-0.819975,2.289275,walking,1.0,2
-0.168175,-1.065475,4.0204,walking,1.0,2
-0.768575,-1.413725,5.24485,walking,1.0,2
-0.79335,-1.4716,4.313725,walking,1.0,2
0.01795,-1.2886,1.668675,walking,1.0,2
0.625325,-1.073775,0.26655,walking,1.0,2
0.3115,-0.909475,-0.0862,walking,1.0,2
0.1698,-1.058025,0.121825,walking,1.0,2
0.1933,-1.0821,-0.242225,walking,1.0,2
0.310475,-0.952825,-0.721,walking,1.0,2
0.5391,-0.679525,-1.128925,walking,1.0,2
0.524575,-0.466675,-1.84525,walking,1.0,2
0.3943,-0.43445,-2.30225,walking,1.0,2
0.0172,-0.52465,-2.24275,walking,1.0,2
-0.308225,-0.57235,-2.227975,walking,1.0,2
-0.255525,-0.5692,-2.475625,walking,1.0,2
-0.136075,-0.442225,-2.2834,walking,1.0,2
-0.035275,-0.241425,-1.843175,walking,1.0,2
-0.153875,-0.10735,-1.306975,walking,1.0,2
-0.04865,0.02315,-0.960775,walking,1.0,2
0.0925,0.256575,-0.518775,walking,1.0,2
-0.096175,0.52585,0.033675,walking,1.0,2
-0.317775,0.71075,0.568925,walking,1.0,2
-0.37055,0.6296,1.320925,walking,1.0,2
-0.4196,0.487825,2.31185,walking,1.0,2
-0.770375,0.244725,2.813525,walking,1.0,2
-0.89965,0.224775,2.467825,walking,1.0,2
-1.140725,0.521525,1.679475,walking,1.0,2
-1.509475,0.70245,1.0514,walking,1.0,2
-2.02255,0.457525,1.92705,walking,1.0,2
-2.119075,-0.100975,2.928775,walking,1.0,2
-2.15495,-0.588025,2.57695,walking,1.0,2
-1.6736,-0.6914,0.43925,walking,1.0,2
-1.235125,-0.435475,-1.304175,walking,1.0,2
-1.37255,-0.18735,-1.48975,walking,1.0,2
-1.748975,-0.27665,-0.58515,walking,1.0,2
-1.662275,-0.31915,0.7559,walking,1.0,2
-1.136925,-0.6078,1.086375,walking,1.0,2
-0.5935,-0.6757,0.364675,walking,1.0,2
-0.3785,-0.659675,-0.92165,walking,1.0,2
-0.12415,-0.69955,-2.12955,walking,1.0,2
-0.17875,-0.784625,-2.280775,walking,1.0,2
-0.5958,-0.9189,-1.84325,walking,1.0,2
-0.6177,-0.826825,-1.571625,walking,1.0,2
-0.29245,-0.536625,-2.1782,walking,1.0,2
-0.175325,-0.105725,-2.800825,walking,1.0,2
-0.029225,0.3445,-2.70795,walking,1.0,2
-0.11025,0.613925,-2.07245,walking,1.0,2
-0.569975,0.59525,-0.5353,walking,1.0,2
-0.85015,0.31375,1.290075,walking,1.0,2
-0.90075,0.009875,2.3193,walking,1.0,2
-0.410925,-0.110175,2.3609,walking,1.0,2
0.007925,-0.203525,2.229225,walking,1.0,2
-0.155675,-0.585125,2.614375,walking,1.0,2
-0.37865,-0.6466,3.359275,walking,1.0,2
-0.250675,-0.222925,3.4063,walking,1.0,2
0.7287,0.054175,1.7018,walking,1.0,2
1.423275,0.156575,0.077375,walking,1.0,2
1.0188,-0.316425,-0.209175,walking,1.0,2
0.069325,-0.95005,0.533225,walking,1.0,2
0.0247,-1.282875,0.959275,walking,1.0,2
0.440625,-1.357925,0.7969,walking,1.0,2
0.895875,-1.3678,-0.001175,walking,1.0,2
0.8441,-1.5215,-0.9008,walking,1.0,2
0.52925,-1.5833,-0.93195,walking,1.0,2
-0.00925,-1.600175,-0.2836,walking,1.0,2
0.061925,-1.1405,-0.410225,walking,1.0,2
0.69145,-0.598225,-1.55895,walking,1.0,2
1.23405,-0.35375,-2.828825,walking,1.0,2
0.90735,-0.356725,-2.9804,walking,1.0,2
0.027575,-0.44245,-2.190525,walking,1.0,2
-0.7819,-0.4603,-1.237525,walking,1.0,2
-1.061725,-0.1491,-0.709375,walking,1.0,2
-0.58275,0.275425,-0.228025,walking,1.0,2
-0.060375,0.55465,-0.1174,walking,1.0,2
0.2711,0.97345,-0.25445,walking,1.0,2
0.07755,1.284325,-0.46605,walking,1.0,2
-0.113675,1.357175,-0.07985,walking,1.0,2
0.083375,1.01155,1.490025,walking,1.0,2
0.570825,0.513075,3.2281,walking,1.0,2
0.76855,0.3105,3.0862,walking,1.0,2
0.053975,0.196575,1.496125,walking,1.0,2
-0.793,0.47735,-0.134375,walking,1.0,2
-1.079725,0.878925,-0.0353,walking,1.0,2
-1.02995,0.69515,1.74865,walking,1.0,2
-0.301575,-0.290925,2.635,walking,1.0,2
-0.694525,-0.916625,2.775875,walking,1.0,2
-0.826575,-0.970525,0.92125,walking,1.0,2
-0.3911,-0.897375,-0.5087,walking,1.0,2
0.168275,-0.579575,-0.6841,walking,1.0,2
-0.357125,-0.434925,-0.479,walking,1.0,2
-0.8005,-0.40515,0.505675,walking,1.0,2
-0.8345,-0.5523,0.8257,walking,1.0,2
-0.327525,-0.835,-0.09835,walking,1.0,2
-0.2408,-0.95615,-1.33465,walking,1.0,2
-0.378275,-0.969775,-2.6038,walking,1.0,2
-0.098425,-0.954175,-3.2752,walking,1.0,2
0.21985,-0.938675,-3.10415,walking,1.0,2
-0.310975,-0.974,-1.86045,walking,1.0,2
-0.775,-0.731075,-1.50265,walking,1.0,2
-0.429075,-0.51965,-2.4801,walking,1.0,2
-0.242075,-0.1148,-2.726925,walking,1.0,2
-0.34355,0.161,-1.7435,walking,1.0,2
-0.3968,0.3151,-0.553575,walking,1.0,2
-0.5689,0.30685,0.5337,walking,1.0,2
-0.62675,0.12915,1.894,walking,1.0,2
-0.6631,-0.078025,2.485375,walking,1.0,2
-0.6336,-0.06,2.479625,walking,1.0,2
0.6497,0.7848,-2.9732,walking_down,1.0,1
0.5045,0.9487,-3.1801,walking_down,1.0,1
0.10255,0.745925,-0.9475,walking_down,1.0,1
0.0717,0.5336,0.93425,walking_down,1.0,1
0.359175,0.48245,-0.210075,walking_down,1.0,1
0.559475,0.624675,-2.2456,walking_down,1.0,1
0.368,0.68145,-3.220925,walking_down,1.0,1
-0.1241,0.462475,-2.974075,walking_down,1.0,1
-0.42075,0.195725,-2.4481,walking_down,1.0,1
-0.210175,-0.073525,-1.759675,walking_down,1.0,1
0.23925,-0.1604,-1.279475,walking_down,1.0,1
0.84685,-0.156675,-0.9815,walking_down,1.0,1
1.101725,-0.278075,-1.551,walking_down,1.0,1
0.85925,-0.3423,-1.7612,walking_down,1.0,1
0.542925,-0.679,-0.8949,walking_down,1.0,1
-0.0287,-0.757225,1.136275,walking_down,1.0,1
-0.48095,-0.5913,2.44445,walking_down,1.0,1
-0.78425,0.088275,1.768275,walking_down,1.0,1
-0.654175,0.395425,0.454325,walking_down,1.0,1
0.166125,0.0005,1.381325,walking_down,1.0,1
0.562025,-1.0229,4.297075,walking_down,1.0,1
-0.361625,-1.711275,6.3934,walking_down,1.0,1
-1.0549,-1.5334,6.2003,walking_down,1.0,1
-0.6681,-0.91895,3.133225,walking_down,1.0,1
0.1465,-0.251875,-0.0931,walking_down,1.0,1
0.40985,0.054625,-2.02075,walking_down,1.0,1
-0.35585,0.1066,-2.19495,walking_down,1.0,1
-0.7169,-0.1355,-1.808025,walking_down,1.0,1
-0.603925,-0.185025,-1.66835,walking_down,1.0,1
-0.3607,-0.25775,-2.1076,walking_down,1.0,1
-0.366675,-0.079325,-2.691975,walking_down,1.0,1
-0.4664,0.079675,-3.0733,walking_down,1.0,1
-0.32985,-0.0449,-3.2642,walking_down,1.0,1
-0.22835,-0.3106,-2.52495,walking_down,1.0,1
-0.17195,-0.583025,-0.88205,walking_down,1.0,1
-0.310975,-0.629625,0.08575,walking_down,1.0,1
-0.045525,-0.359275,0.257625,walking_down,1.0,1
0.115125,0.198575,0.724525,walking_down,1.0,1
0.77545,0.333525,1.7546,walking_down,1.0,1
0.89845,0.525925,2.8289,walking_down,1.0,1
0.39065,0.7401,2.951225,walking_down,1.0,1
0.59555,0.515725,2.69725,walking_down,1.0,1
1.381925,0.4925,2.756425,walking_down,1.0,1
1.406125,0.148275,2.7148,walking_down,1.0,1
0.84595,-0.199775,2.70935,walking_down,1.0,1
0.301425,-0.44605,2.947625,walking_down,1.0,1
-0.200675,-0.2364,1.89235,walking_down,1.0,1
-0.211675,0.212375,-0.518775,walking_down,1.0,1
0.26,0.710775,-2.513325,walking_down,1.0,1
0.498,0.829725,-3.762675,walking_down,1.0,1
0.267825,0.7777,-3.3701,walking_down,1.0,1
-0.370425,0.432375,-2.50225,walking_down,1.0,1
-0.79445,0.14405,-2.208675,walking_down,1.0,1
-0.617075,0.063225,-2.01005,walking_down,1.0,1
-0.023275,0.04335,-2.127125,walking_down,1.0,1
-0.310525,0.304375,-1.7353,walking_down,1.0,1
-0.315875,-0.053975,-1.622675,walking_down,1.0,1
0.235025,-0.030175,-1.290975,walking_down,1.0,1
0.182625,-0.212525,0.1163,walking_down,1.0,1
-0.1219,-0.218375,1.3329,walking_down,1.0,1
-0.191525,-0.12075,1.36095,walking_down,1.0,1
0.311275,0.147875,1.53335,walking_down,1.0,1
0.266,0.45725,1.644975,walking_down,1.0,1
-0.24785,1.0955,1.4562,walking_down,1.0,1
0.15745,1.1356,1.5673,walking_down,1.0,1
-0.335225,0.920725,2.642725,walking_down,1.0,1
-0.900075,0.259625,3.95775,walking_down,1.0,1
-0.861925,0.12645,3.984475,walking_down,1.0,1
